building_id,meter,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,unixtimestamp
49,0,0.0,0,Lodging/residential,24456,1968.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
50,0,0.0,0,Other,4698,1981.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
51,0,0.0,0,Parking,387638,2014.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
52,0,0.0,0,Education,106523,1970.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
53,0,0.0,0,Office,87742,1971.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
54,0,0.0,0,Education,7867,2011.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
55,0,0.0,0,Office,16726,2011.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
56,0,0.0,0,Lodging/residential,60088,2013.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
57,0,0.0,0,Lodging/residential,65359,2013.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
58,0,0.0,0,Lodging/residential,83379,2013.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
59,0,0.0,0,Entertainment/public assembly,81337,2005.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
60,0,0.0,0,Education,81576,1997.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
61,0,0.0,0,Lodging/residential,38686,2001.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
62,0,0.0,0,Lodging/residential,42731,2001.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
63,0,0.0,0,Lodging/residential,41617,2001.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
64,0,0.0,0,Lodging/residential,53130,2001.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
65,0,0.0,0,Lodging/residential,53130,2001.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
66,0,0.0,0,Lodging/residential,37241,1981.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
67,0,0.0,0,Lodging/residential,24456,1968.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
68,0,0.0,0,Parking,487433,2007.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
69,0,0.0,0,Parking,387638,2000.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
70,0,0.0,0,Parking,387638,2007.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
71,0,0.0,0,Parking,387638,1998.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
72,0,0.0,0,Parking,387638,2002.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
73,0,0.0,0,Parking,387638,2008.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
74,0,43.0013,0,Parking,387638,1997.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
75,0,0.0,0,Education,80942,2010.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
76,0,0.0,0,Education,128887,2009.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
77,0,0.0,0,Lodging/residential,24456,1968.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
78,0,0.0,0,Education,76257,2007.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
79,0,0.0,0,Office,36240,2010.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
80,0,0.0,0,Office,156111,2001.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
81,0,0.0,0,Other,3025,1979.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
82,0,0.0,0,Office,10743,1974.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
83,0,0.0,0,Other,2070,1996.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
84,0,0.0,0,Office,4038,1986.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
85,0,0.0,0,Lodging/residential,37241,1981.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
86,0,0.0,0,Education,10932,1986.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
87,0,0.0,0,Entertainment/public assembly,6412,2006.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
88,0,0.0,0,Entertainment/public assembly,76527,2007.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
89,0,0.0,0,Retail,161755,1996.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
90,0,0.0,0,Lodging/residential,59200,1999.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
91,0,0.0,0,Education,68094,2003.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
92,0,0.0,0,Office,10779,1970.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
93,0,52.4206,0,Office,33370,1982.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
94,0,0.0,0,Education,29469,1968.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
95,0,0.0,0,Lodging/residential,200933,2006.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
96,0,0.0,0,Lodging/residential,200933,2006.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
97,0,0.0,0,Lodging/residential,187647,2007.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
98,0,0.0,0,Lodging/residential,200933,2007.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
99,0,0.0,0,Office,2260,2016.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
100,0,0.0,0,Lodging/residential,24456,1968.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
101,0,0.0,0,Office,18860,1986.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
102,0,0.0,0,Office,15876,1983.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
103,0,0.0,0,Education,21657,2016.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
104,0,0.0,0,Office,45330,2003.0,,25.0,6.0,20.0,,1019.7,0.0,0.0,1451606400
105,0,23.3036,1,Education,50623,,5.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
106,0,0.3746,1,Education,5374,,4.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
107,0,175.184,1,Education,97532,2005.0,10.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
108,0,91.2653,1,Education,81580,1913.0,5.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
109,0,80.93,1,Education,56995,1953.0,6.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
110,0,86.2283,1,Education,27814,2006.0,8.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
111,0,167.392,1,Education,118338,1909.0,7.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
112,0,10.2748,1,Education,32206,,6.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
113,0,159.643,1,Education,100481,1958.0,9.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
114,0,324.75,1,Education,139683,1958.0,13.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
115,0,201.543,1,Education,129716,1968.0,6.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
116,0,69.3,1,Education,37265,,5.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
117,0,16.3061,1,Education,15489,2004.0,4.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
118,0,117.2,1,Education,138316,1960.0,8.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
119,0,219.204,1,Education,91149,2007.0,7.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
120,0,52.25,1,Education,68211,1976.0,7.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
121,0,229.0,1,Education,150318,1906.0,9.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
122,0,134.3,1,Education,83043,1991.0,6.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
123,0,46.4,1,Education,61204,1989.0,6.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
124,0,9.3,1,Education,38319,1900.0,6.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
125,0,74.9,1,Education,16802,1995.0,6.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
126,0,46.8,1,Education,21539,2004.0,5.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
127,0,8.6786,1,Lodging/residential,27071,,6.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
128,0,31.2,1,Lodging/residential,102774,1956.0,7.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
129,0,33.1,1,Lodging/residential,102957,1968.0,7.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
130,0,14.3,1,Lodging/residential,62893,1960.0,16.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
131,0,82.5987,1,Lodging/residential,66661,1930.0,7.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
132,0,17.6,1,Lodging/residential,83108,1995.0,8.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
133,0,17.7,1,Lodging/residential,64723,1960.0,8.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
134,0,27.2,1,Lodging/residential,49589,1998.0,8.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
135,0,26.9,1,Lodging/residential,66532,1967.0,10.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
136,0,16.4553,1,Lodging/residential,56467,1960.0,9.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
137,0,14.25,1,Entertainment/public assembly,64024,1967.0,6.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
138,0,36.438,1,Public services,118231,,6.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
139,0,12.6071,1,Public services,56629,1900.0,6.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
140,0,8.0204,1,Office,50020,,11.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
141,0,20.648,1,Office,44789,1919.0,5.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
142,0,13.3776,1,Office,45348,,4.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
143,0,15.5,1,Office,40085,,4.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
144,0,28.0638,1,Office,57673,,5.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
145,0,9.435,1,Office,14219,,4.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
146,0,6.2,1,Office,31614,1956.0,8.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
147,0,72.0612,1,Office,82548,1977.0,7.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
148,0,47.2,1,Office,174601,1960.0,12.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
149,0,53.102,1,Office,81881,1960.0,8.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
150,0,161.7,1,Office,65657,1955.0,8.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
151,0,18.8,1,Office,30495,1997.0,8.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
152,0,4.594,1,Office,10301,1970.0,2.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
153,0,7.1,1,Office,16092,1965.0,3.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
154,0,109.8,1,Office,34455,1907.0,8.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
155,0,57.75,1,Office,51688,1930.0,8.0,3.8,,2.4,,1020.9,240.0,3.1,1451606400
156,0,114.71,2,Public services,43681,2007.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
157,0,28.1,2,Office,5258,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
158,0,19.49,2,Office,10135,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
159,0,11.82,2,Education,9788,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
160,0,5.44,2,Entertainment/public assembly,15786,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
161,0,7.4,2,Education,11329,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
162,0,68.62,2,Education,98829,1968.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
163,0,77.61,2,Education,72102,1970.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
164,0,23.4,2,Warehouse/storage,12908,1979.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
165,0,10.56,2,Warehouse/storage,3877,1975.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
166,0,296.72,2,Lodging/residential,553210,2009.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
167,0,58.52,2,Lodging/residential,86323,1956.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
168,0,463.8,2,Education,183460,2005.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
169,0,468.71,2,Education,179559,2006.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
170,0,41.88,2,Retail,45224,1982.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
171,0,33.11,2,Office,131797,1968.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
172,0,111.08,2,Office,121440,1983.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
173,0,171.04,2,Education,90903,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
174,0,179.9,2,Education,90900,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
175,0,86.59,2,Education,111635,1989.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
176,0,25.41,2,Education,62238,1970.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
177,0,205.64,2,Entertainment/public assembly,167066,1989.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
178,0,25.05,2,Office,23392,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
179,0,39.37,2,Food sales and service,24867,2012.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
180,0,20.12,2,Education,24586,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
181,0,227.38,2,Education,148829,2014.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
182,0,1.31,2,Entertainment/public assembly,1022,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
183,0,146.99,2,Education,132518,1992.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
184,0,20.55,2,Education,34171,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
185,0,46.86,2,Education,84300,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
186,0,3.52,2,Religious worship,1629,1948.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
187,0,5.13,2,Education,44203,1950.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
188,0,11.28,2,Office,23549,1941.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
189,0,4.67,2,Education,7481,1969.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
190,0,118.48,2,Education,137040,1957.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
191,0,54.85,2,Education,78268,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
192,0,687.44,2,Education,151637,1983.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
193,0,3.39,2,Office,6203,1999.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
194,0,242.13,2,Office,155682,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
195,0,8.01,2,Office,9703,1940.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
196,0,70.93,2,Entertainment/public assembly,40531,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
197,0,96.53,2,Public services,102856,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
198,0,197.87,2,Office,163959,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
199,0,102.45,2,Parking,405083,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
200,0,63.09,2,Entertainment/public assembly,143093,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
201,0,493.4,2,Education,219608,1992.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
202,0,143.25,2,Lodging/residential,74682,2006.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
203,0,241.35,2,Lodging/residential,63348,2007.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
204,0,24.22,2,Lodging/residential,30949,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
205,0,69.86,2,Lodging/residential,60086,2001.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
206,0,161.74,2,Public services,345837,1966.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
207,0,82.32,2,Public services,99700,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
208,0,77.29,2,Healthcare,36904,1934.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
209,0,893.28,2,Education,193294,2006.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
210,0,166.26,2,Education,71248,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
211,0,195.21,2,Education,48411,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
212,0,851.28,2,Education,327256,2012.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
213,0,175.12,2,Education,49662,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
214,0,196.9,2,Education,91273,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
215,0,24.4,2,Lodging/residential,36406,1940.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
216,0,80.35,2,Education,137065,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
217,0,199.99,2,Education,282946,2003.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
218,0,42.11,2,Public services,16411,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
219,0,146.85,2,Education,96124,1959.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
220,0,243.02,2,Education,122592,1971.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
221,0,389.98,2,Education,204349,1993.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
222,0,14.41,2,Entertainment/public assembly,11935,1939.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
223,0,2027.52,2,Education,261188,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
224,0,360.98,2,Education,272278,1955.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
225,0,74.58,2,Lodging/residential,216526,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
226,0,29.45,2,Office,74180,1930.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
227,0,5.58,2,Entertainment/public assembly,17132,1918.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
228,0,26.4,2,Lodging/residential,49108,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
229,0,209.67,2,Education,140092,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
230,0,7.29,2,Education,10334,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
231,0,70.51,2,Education,33739,1939.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
232,0,68.55,2,Entertainment/public assembly,24345,1981.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
233,0,11.8,2,Education,25139,1970.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
234,0,63.07,2,Education,179167,1971.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
235,0,11.77,2,Education,9309,1970.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
236,0,43.29,2,Entertainment/public assembly,144086,1989.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
237,0,46.29,2,Public services,101262,1982.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
238,0,109.93,2,Office,45017,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
239,0,110.68,2,Lodging/residential,106440,1963.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
240,0,86.28,2,Lodging/residential,111304,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
241,0,48.35,2,Entertainment/public assembly,51999,1974.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
242,0,16.74,2,Parking,157113,1987.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
243,0,64.77,2,Parking,557217,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
244,0,49.37,2,Education,95717,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
245,0,64.54,2,Education,88486,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
246,0,302.5,2,Office,202435,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
247,0,123.5,2,Education,64560,1965.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
248,0,37.27,2,Education,24643,1982.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
249,0,352.47,2,Entertainment/public assembly,179449,1976.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
250,0,174.49,2,Education,131710,1991.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
251,0,1.92,2,Education,12773,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
252,0,1.33,2,Education,4314,1907.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
253,0,76.33,2,Education,65907,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
