building_id,meter,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,unixtimestamp
205,1,85.8815,2,Lodging/residential,60086,2001.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
206,1,169.02,2,Public services,345837,1966.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
207,1,20.2571,2,Public services,99700,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
208,1,0.1055,2,Healthcare,36904,1934.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
209,1,812.392,2,Education,193294,2006.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
210,1,25.9192,2,Education,71248,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
212,1,155.093,2,Education,327256,2012.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
213,1,29.8229,2,Education,49662,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
214,1,0.0,2,Education,91273,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
215,1,5.3456,2,Lodging/residential,36406,1940.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
216,1,17.9359,2,Education,137065,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
217,1,95.0253,2,Education,282946,2003.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
219,1,277.128,2,Education,96124,1959.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
220,1,197.436,2,Education,122592,1971.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
221,1,296.259,2,Education,204349,1993.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
222,1,11.1132,2,Entertainment/public assembly,11935,1939.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
224,1,13.7861,2,Education,272278,1955.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
225,1,182.138,2,Lodging/residential,216526,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
226,1,17.0567,2,Office,74180,1930.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
228,1,0.0,2,Lodging/residential,49108,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
229,1,117.99,2,Education,140092,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
231,1,511.877,2,Education,33739,1939.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
233,1,0.0,2,Education,25139,1970.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
234,1,68.8248,2,Education,179167,1971.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
235,1,7.0337,2,Education,9309,1970.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
236,1,7.5261,2,Entertainment/public assembly,144086,1989.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
237,1,10.3044,2,Public services,101262,1982.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
238,1,24.6179,2,Office,45017,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
239,1,15.861,2,Lodging/residential,106440,1963.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
240,1,0.0,2,Lodging/residential,111304,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
244,1,9.7417,2,Education,95717,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
245,1,0.0,2,Education,88486,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
246,1,180.133,2,Office,202435,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
247,1,180.344,2,Education,64560,1965.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
248,1,11.1484,2,Education,24643,1982.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
249,1,261.9,2,Entertainment/public assembly,179449,1976.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
250,1,28.0996,2,Education,131710,1991.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
252,1,0.1055,2,Education,4314,1907.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
253,1,57.5357,2,Education,65907,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
254,1,593.046,2,Entertainment/public assembly,254766,1989.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
255,1,13.3289,2,Education,49078,1914.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
256,1,1.0199,2,Education,16744,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
257,1,45.3322,2,Education,75650,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
258,1,0.0,2,Education,71224,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
259,1,0.0,2,Education,77469,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
260,1,132.128,2,Education,126985,1979.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
263,1,137.052,2,Education,87673,1960.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
264,1,0.0,2,Office,83660,1973.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
265,1,17.6546,2,Office,118966,1988.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
267,1,7.8426,2,Entertainment/public assembly,72193,2013.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
268,1,0.1055,2,Entertainment/public assembly,77844,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
271,1,5.3104,2,Education,71421,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
273,1,167.015,2,Office,140345,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
277,1,27.4666,2,Education,12761,1909.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
279,1,1.5474,2,Education,49384,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
281,1,46.1762,2,Food sales and service,28862,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
282,1,0.0352,2,Office,28750,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
284,1,22.4375,2,Entertainment/public assembly,230259,1975.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
285,1,186.112,2,Utility,21958,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
286,1,55.7421,2,Lodging/residential,32841,1935.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
287,1,2.5673,2,Office,33713,1956.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
290,1,0.0703,2,Office,51732,1966.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400
747,1,0.0,6,Education,30531,,,,,,,,,,1451606400
753,1,0.0,6,Education,39558,,,,,,,,,,1451606400
765,1,0.0,6,Entertainment/public assembly,58562,,,,,,,,,,1451606400
771,1,0.0,6,Lodging/residential,82911,,,,,,,,,,1451606400
774,1,0.0,6,Lodging/residential,93500,,,,,,,,,,1451606400
777,1,0.0,6,Lodging/residential,105791,,,,,,,,,,1451606400
780,1,0.0,6,Education,120836,,,,,,,,,,1451606400
787,1,0.0,6,Lodging/residential,278795,,,,,,,,,,1451606400
789,1,61.8,7,Education,64583,1923.0,1.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
790,1,109.5,7,Education,86111,1911.0,8.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
791,1,340.18,7,Education,150695,,5.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
792,1,381.05,7,Education,333681,1938.0,3.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
793,1,0.0,7,Education,150695,1964.0,6.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
794,1,0.0,7,Education,731945,1969.0,11.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
795,1,0.0,7,Education,387500,1960.0,6.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
796,1,12.25,7,Education,226042,1965.0,2.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
797,1,0.0,7,Education,764237,1979.0,13.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
798,1,57.58,7,Education,409028,1970.0,21.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
799,1,0.0,7,Education,527431,1976.0,26.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
800,1,0.0,7,Education,64583,1955.0,2.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
801,1,165.37,7,Education,484376,1952.0,5.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
802,1,362.98,7,Education,290625,1995.0,19.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
803,1,0.0,7,Education,182986,1962.0,3.0,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
874,1,0.0,9,Office,181805,,,,,,,,,,1451606400
875,1,0.0,9,Lodging/residential,177708,,,,,,,,,,1451606400
878,1,0.0,9,Lodging/residential,41241,,,,,,,,,,1451606400
879,1,0.0,9,Education,110235,,,,,,,,,,1451606400
880,1,0.0,9,Education,157723,,,,,,,,,,1451606400
883,1,0.0,9,Education,399331,,,,,,,,,,1451606400
885,1,0.0,9,Lodging/residential,40697,,,,,,,,,,1451606400
886,1,0.0,9,Education,69799,,,,,,,,,,1451606400
887,1,0.0,9,Lodging/residential,69754,,,,,,,,,,1451606400
888,1,0.0,9,Entertainment/public assembly,137522,,,,,,,,,,1451606400
889,1,0.0,9,Education,126077,,,,,,,,,,1451606400
890,1,0.0,9,Education,202937,,,,,,,,,,1451606400
891,1,0.0,9,Education,50846,,,,,,,,,,1451606400
893,1,0.0,9,Education,47191,,,,,,,,,,1451606400
894,1,0.0,9,Education,101555,,,,,,,,,,1451606400
895,1,0.0,9,Education,55087,,,,,,,,,,1451606400
896,1,0.0,9,Education,245637,,,,,,,,,,1451606400
898,1,0.0,9,Public services,64749,,,,,,,,,,1451606400
899,1,0.0,9,Education,225014,,,,,,,,,,1451606400
900,1,0.0,9,Education,111623,,,,,,,,,,1451606400
901,1,0.0,9,Education,107730,,,,,,,,,,1451606400
903,1,0.0,9,Education,275793,,,,,,,,,,1451606400
905,1,0.0,9,Lodging/residential,39648,,,,,,,,,,1451606400
906,1,0.0,9,Lodging/residential,39649,,,,,,,,,,1451606400
907,1,0.0,9,Entertainment/public assembly,44564,,,,,,,,,,1451606400
908,1,0.0,9,Education,91254,,,,,,,,,,1451606400
910,1,0.0,9,Office,60096,,,,,,,,,,1451606400
911,1,0.0,9,Education,239638,,,,,,,,,,1451606400
912,1,0.0,9,Education,52559,,,,,,,,,,1451606400
913,1,0.0,9,Entertainment/public assembly,503634,,,,,,,,,,1451606400
914,1,0.0,9,Education,229973,,,,,,,,,,1451606400
915,1,0.0,9,Education,205141,,,,,,,,,,1451606400
916,1,0.0,9,Education,51778,,,,,,,,,,1451606400
917,1,0.0,9,Education,237702,,,,,,,,,,1451606400
918,1,0.0,9,Education,60621,,,,,,,,,,1451606400
920,1,0.0,9,Education,85623,,,,,,,,,,1451606400
921,1,0.0,9,Entertainment/public assembly,262162,,,,,,,,,,1451606400
922,1,0.0,9,Education,147205,,,,,,,,,,1451606400
923,1,0.0,9,Education,24992,,,,,,,,,,1451606400
924,1,0.0,9,Entertainment/public assembly,252268,,,,,,,,,,1451606400
925,1,0.0,9,Education,54405,,,,,,,,,,1451606400
926,1,0.0,9,Education,26033,,,,,,,,,,1451606400
927,1,0.0,9,Lodging/residential,745671,,,,,,,,,,1451606400
928,1,0.0,9,Education,179115,,,,,,,,,,1451606400
929,1,0.0,9,Education,199628,,,,,,,,,,1451606400
931,1,0.0,9,Education,216050,,,,,,,,,,1451606400
932,1,0.0,9,Lodging/residential,233937,,,,,,,,,,1451606400
933,1,0.0,9,Office,8525,,,,,,,,,,1451606400
934,1,0.0,9,Entertainment/public assembly,170607,,,,,,,,,,1451606400
935,1,0.0,9,Office,16135,,,,,,,,,,1451606400
942,1,0.0,9,Lodging/residential,57334,,,,,,,,,,1451606400
945,1,0.0,9,Office,332447,,,,,,,,,,1451606400
946,1,0.0,9,Education,177216,,,,,,,,,,1451606400
948,1,0.0,9,Entertainment/public assembly,20372,,,,,,,,,,1451606400
949,1,0.0,9,Lodging/residential,86786,,,,,,,,,,1451606400
951,1,0.0,9,Office,103924,,,,,,,,,,1451606400
952,1,0.0,9,Education,218024,,,,,,,,,,1451606400
953,1,0.0,9,Entertainment/public assembly,563782,,,,,,,,,,1451606400
954,1,0.0,9,Education,305224,,,,,,,,,,1451606400
955,1,0.0,9,Education,198488,,,,,,,,,,1451606400
956,1,0.0,9,Office,86167,,,,,,,,,,1451606400
957,1,0.0,9,Education,111195,,,,,,,,,,1451606400
958,1,0.0,9,Entertainment/public assembly,234819,,,,,,,,,,1451606400
959,1,0.0,9,Education,128536,,,,,,,,,,1451606400
960,1,0.0,9,Education,56137,,,,,,,,,,1451606400
961,1,0.0,9,Education,155882,,,,,,,,,,1451606400
962,1,0.0,9,Public services,492898,,,,,,,,,,1451606400
963,1,0.0,9,Lodging/residential,44784,,,,,,,,,,1451606400
964,1,0.0,9,Education,130577,,,,,,,,,,1451606400
965,1,0.0,9,Lodging/residential,45086,,,,,,,,,,1451606400
966,1,0.0,9,Education,393530,,,,,,,,,,1451606400
967,1,0.0,9,Entertainment/public assembly,119262,,,,,,,,,,1451606400
968,1,0.0,9,Education,153999,,,,,,,,,,1451606400
969,1,0.0,9,Education,193723,,,,,,,,,,1451606400
971,1,0.0,9,Lodging/residential,301307,,,,,,,,,,1451606400
972,1,0.0,9,Education,282152,,,,,,,,,,1451606400
973,1,0.0,9,Office,193960,,,,,,,,,,1451606400
974,1,0.0,9,Education,186572,,,,,,,,,,1451606400
975,1,0.0,9,Entertainment/public assembly,426472,,,,,,,,,,1451606400
976,1,0.0,9,Education,59498,,,,,,,,,,1451606400
978,1,0.0,9,Education,258491,,,,,,,,,,1451606400
979,1,0.0,9,Entertainment/public assembly,52357,,,,,,,,,,1451606400
980,1,0.0,9,Entertainment/public assembly,34819,,,,,,,,,,1451606400
981,1,0.0,9,Education,167055,,,,,,,,,,1451606400
983,1,0.0,9,Entertainment/public assembly,122122,,,,,,,,,,1451606400
987,1,0.0,9,Education,166395,,,,,,,,,,1451606400
989,1,0.0,9,Education,168696,,,,,,,,,,1451606400
990,1,0.0,9,Office,82939,,,,,,,,,,1451606400
991,1,0.0,9,Education,57811,,,,,,,,,,1451606400
992,1,0.0,9,Office,51483,,,,,,,,,,1451606400
993,1,0.0,9,Education,428647,,,,,,,,,,1451606400
994,1,0.0,9,Education,108392,,,,,,,,,,1451606400
995,1,0.0,9,Education,46230,,,,,,,,,,1451606400
996,1,0.0,9,Education,77632,,,,,,,,,,1451606400
997,1,0.0,9,Office,38173,,,,,,,,,,1451606400
998,1,0.0,10,Education,173479,,1.0,,,,,,,,1451606400
1000,1,0.0,10,Education,121146,,2.0,,,,,,,,1451606400
1001,1,0.0,10,Other,4482,,1.0,,,,,,,,1451606400
1003,1,0.0,10,Education,94751,,3.0,,,,,,,,1451606400
1013,1,0.0,10,Education,67377,,3.0,,,,,,,,1451606400
1015,1,22.2123,10,Other,4607,,1.0,,,,,,,,1451606400
1017,1,0.0,10,Technology/science,109263,,6.0,,,,,,,,1451606400
1018,1,0.0,10,Education,186840,,2.0,,,,,,,,1451606400
1022,1,0.0,10,Education,84346,,2.0,,,,,,,,1451606400
1030,1,0.0,11,Education,68030,,,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
1031,1,0.0,11,Education,93206,,,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
1032,1,0.0,11,Education,127632,,,-1.8,,-3.2,,1016.0,280.0,1.5,1451606400
1070,1,48.9804,13,Lodging/residential,230747,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1072,1,0.0,13,Healthcare,305000,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1073,1,44.982,13,Office,194111,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1074,1,0.0,13,Office,89858,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1077,1,0.0,13,Entertainment/public assembly,19454,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1078,1,0.0,13,Entertainment/public assembly,80438,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1079,1,0.0,13,Education,14185,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1080,1,0.0,13,Education,207115,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1083,1,6.664,13,Education,100813,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1084,1,0.0,13,Office,122922,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1085,1,0.0,13,Education,58377,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1088,1,62.6,13,Education,287594,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1090,1,1.3328,13,Office,305047,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1092,1,68.1394,13,Office,105167,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1093,1,0.0,13,Office,47578,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1094,1,0.0,13,Office,70852,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1095,1,0.0,13,Education,32256,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1097,1,0.0,13,Office,157545,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1098,1,0.0,13,Office,131745,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1101,1,0.0,13,Office,71936,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1104,1,0.0,13,Public services,199722,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1107,1,0.0,13,Education,184098,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1109,1,1.9992,13,Office,102191,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1119,1,9.996,13,Office,119509,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1121,1,2.3324,13,Education,85732,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1122,1,0.0,13,Office,84365,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1127,1,0.0,13,Office,87131,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1129,1,3.9984,13,Office,133100,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1130,1,0.0,13,Education,280225,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1132,1,1.666,13,Office,103926,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1133,1,0.0,13,Office,82302,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1136,1,3.4986,13,Office,79782,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1137,1,0.0,13,Office,27452,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1139,1,1023.59,13,Office,336650,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1140,1,66.64,13,Education,156483,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1142,1,0.0,13,Office,103718,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1143,1,1.5827,13,Office,96612,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1144,1,0.0,13,Office,152312,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1146,1,0.0,13,Public services,83155,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1148,1,40.109,13,Office,861524,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1150,1,0.0,13,Office,196043,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1151,1,51.3128,13,Office,267536,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1152,1,0.0,13,Office,118858,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1154,1,0.0,13,Lodging/residential,262156,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1156,1,535.786,13,Education,259989,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1157,1,0.0,13,Education,37107,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1158,1,0.0,13,Public services,294812,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1159,1,16.9932,13,Office,671507,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1160,1,0.0,13,Office,80205,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1161,1,0.0,13,Office,53077,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1162,1,12.3284,13,Office,72958,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1163,1,3.6027,13,Parking,83919,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1164,1,51.9792,13,Office,249457,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1167,1,0.0,13,Office,52748,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1168,1,12.5262,13,Office,577101,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1169,1,102.626,13,Education,155439,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1176,1,13.6612,13,Education,142672,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1177,1,0.0,13,Office,20444,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1179,1,40.6504,13,Entertainment/public assembly,143228,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1180,1,14.6608,13,Education,95182,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1185,1,0.0,13,Office,129532,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1187,1,3.6652,13,Office,121714,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1189,1,0.0,13,Office,98212,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1191,1,0.0,13,Education,192152,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1193,1,0.0,13,Office,106511,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1196,1,0.0,13,Entertainment/public assembly,57201,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1201,1,0.0,13,Education,73597,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1202,1,90.2972,13,Office,16805,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1206,1,0.7497,13,Office,99946,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1207,1,0.0,13,Healthcare,74443,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1208,1,0.0,13,Healthcare,121585,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1210,1,2.499,13,Office,92500,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
1211,1,0.0,13,Office,94988,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400
